date, pm25, pm10, o3, no2, so2, co
2020/4/1, 84, 50, 42, 5, 9, 4
2020/4/2, 66, 44, 78, 7, 19, 3
2020/4/3, 59, 56, 130, 9, 15, 4
2020/4/4, 83, 75, 26, 8, 21, 6
2020/4/5, 127, 86, 44, 8, 20, 6
2020/4/6, 129, 71, 34, 6, 13, 3
2020/4/7, 70, 63, 28, 6, 14, 3
2020/4/8, 72, 54, 25, 6, 10, 4
2020/4/9, 75, 72, 42, 12, 23, 6
2020/4/10, 114, 99, 39, 9, 26, 7
2020/4/11, 139, 61, 40, 6, 14, 4
2020/4/12, 74, 82, 159, 10, 19, 6
2020/4/13, 118, 95, 45, 13, 18, 7
2020/4/14, 127, 126, 48, 13, 8, 7
2020/4/15, 131, 160, 56, 13, 14, 7
2020/4/16, 155, 72, 39, 5, 9, 4
2020/4/17, 74, 72, 39, 5, 6, 4
2020/4/18, 71, 56, 38, 12, 10, 6
2020/4/19, 87, 78, 30, 12, 10, 6
2020/4/20, 106, 67, 42, 8, 13, 5
2020/4/21, 101, 102, 48, 14, 15, 8
2020/4/22, 140, 82, 36, 13, 8, 7
2020/4/23, 119, 84, 49, 10, 8, 7
2020/4/24, 128, 61, 42, 8, 8, 5
2020/4/25, 72, 75, 26, 5, 7, 5
2020/4/26, 111, 55, 35, 4, 5, 4
2020/4/27, 74, 66, 41, 7, 7, 6
2020/4/28, 107, 69, 52, 6, 8, 6
2020/4/29, 126, 72, 52, 7, 8, 6
2020/4/30, 122, 89, 52, 7, 8, 5
2020/5/1, 135, 68, 42, 4, 6, 5
2020/5/2, 86, 62, 29, 5, 7, 5
2020/5/3, 91, 44, 43, 6, 11, 5
2020/5/4, 75, 84, 56, 10, 17, 7
2020/5/5, 129, 92, 49, 10, 10, 7
2020/5/6, 130, 67, 69, 8, 8, 5
2020/5/7, 75, 73, 83, 7, 8, 6
2020/5/8, 115, 76, 70, 6, 8, 6
2020/5/9, 128, 74, 35, 7, 7, 5
2020/5/10, 115, 61, 58, 9, 7, 5
2020/5/11, 105, 60, 53, 8, 8, 6
2020/5/12, 110, 82, 52, 9, 12, 7
2020/5/13, 146, 80, 72, 15, 11, 7
2020/5/14, 118, 76, 65, 14, 15, 6
2020/5/15, 123, 93, 84, 14, 12, 6
2020/5/16, 146, 104, 91, 17, 18, 8
2020/5/17, 151, 161, 88, 22, 30, 10
2020/5/18, 154, 144, 99, 27, 24, 12
2020/5/19, 175, 109, 88, 14, 15, 6
2020/5/20, 126, 105, 85, 14, 10, 5
2020/5/21, 109, 145, 125, 33, 14, 12
2020/5/22, 166, 138, 89, 17, 12, 7
2020/5/23, 148, 138, 81, 11, 21, 6
2020/5/24, 134, 105, 67, 17, 19, 6
2020/5/25, 130, 115, 58, 21, 11, 8
2020/5/26, 118, 105, 107, 9, 9, 4
2020/5/27, 99, 144, 48, 4, 8, 5
2020/5/28, 89, 54, 37, 5, 7, 4
2020/5/29, 64, 39, 47, 4, 6, 4
2020/5/30, 57, 33, 26, 6, 6, 4
2020/5/31, 57, 63, 69, 9, 18, 6
2020/6/1, 101, 72, 75, 8, 15, 6
2020/6/2, 105, 94, 92, 14, 15, 7
2020/6/3, 140, 103, 43, 16, 13, 8
2020/6/4, 136, 66, 57, 7, 8, 5
2020/6/5, 103, 61, 63, 6, 7, 5
2020/6/6, 81, 69, 44, 7, 10, 5
2020/6/7, 94, 78, 74, 9, 16, 6
2020/6/8, 118, 96, 86, 12, 27, 7
2020/6/9, 138, 100, 94, 16, 18, 7
2020/6/10, 135, 98, 55, 12, 19, 7
2020/6/11, 127, 97, 64, 8, 9, 6
2020/6/12, 140, 105, 30, 9, 9, 7
2020/6/13, 129, 112, 46, 10, 13, 8
2020/6/14, 139, 90, 70, 9, 10, 6
2020/6/15, 108, 74, 61, 7, 8, 6
2020/6/16, 88, 69, 38, 4, 7, 5
2020/6/17, 81, 71, 68, 5, 9, 5
2020/6/18, 86, 118, 42, 5, 9, 6
2020/6/19, 112, 82, 32, 10, 8, 6
2020/6/20, 76, 74, 33, 9, 9, 6
2020/6/21, 97, 62, 58, 8, 8, 7
2020/6/22, 97, 51, 13, 4, 7, 5
2020/6/23, 70, 54, 2, 6, 9, 5
2020/6/24, 82, 67, 10, 10, 14, 7
2020/6/25, 109, 82, 10, 9, 10, 7
2020/6/26, 108, 116, 2, 11, 6, 5
2020/6/27, 80, 241, 5, 9, 14, 5
2020/6/28, 110, 127, 13, 8, 11, 5
2020/6/29, 103, 73, 14, 4, 7, 5
2020/6/30, 96, 83, 24, 6, 7, 5
2020/1/1, 415, 359, 11, 42, 10, 23
2020/1/2, 324, 243, 9, 34, 13, 25
2020/1/3, 244, 291, 31, 44, 9, 23
2020/1/4, 337, 158, 37, 37, 9, 10
2020/1/5, 242, 158, 15, 37, 10, 11
2020/1/6, 221, 115, 6, 25, 7, 9
2020/1/7, 199, 110, 7, 21, 2, 11
2020/1/8, 204, 95, 10, 18, 6, 7
2020/1/9, 176, 132, 17, 33, 5, 13
2020/1/10, 203, 183, 24, 39, 7, 14
2020/1/11, 221, 301, 30, 44, 7, 
2020/1/12, 315, 214, 12, 30, 6, 18
2020/1/13, 291, 138, 9, 23, 3, 10
2020/1/14, 229, 132, 12, 26, 8, 9
2020/1/15, 206, 133, 6, 24, 9, 10
2020/1/16, 218, 95, 8, 22, 4, 9
2020/1/17, 172, 160, 13, 29, 7, 13
2020/1/18, 225, 136, 2, 25, 2, 9
2020/1/19, 207, 244, 9, 42, 3, 21
2020/1/20, 277, 243, 14, 32, 3, 16
2020/1/21, 294, 198, 13, 35, 5, 16
2020/1/22, 264, 92, 21, 25, 5, 5
2020/1/23, 145, 101, 29, 31, 6, 8
2020/1/24, 159, 188, 26, 43, 7, 13
2020/1/25, 233, 286, 18, 34, 7, 22
2020/1/26, 321, 273, 11, 38, 7, 24
2020/1/27, 311, 93, 13, 18, 6, 8
2020/1/28, 178, 98, 11, 25, 6, 8
2020/1/29, 165, 105, 14, 24, 7, 7
2020/1/30, 168, 104, 16, 26, 9, 8
2020/1/31, 165, 139, 16, 27, 14, 10
2020/2/1, 201, 114, 18, 24, 6, 9
2020/2/2, 184, 186, 21, 33, 7, 15
2020/2/3, 226, 223, 18, 32, 9, 16
2020/2/4, 262, 155, 13, 25, 8, 9
2020/2/5, 221, 123, 22, 26, 12, 9
2020/2/6, 190, 146, 21, 29, 21, 10
2020/2/7, 209, 143, 40, 26, 13, 9
2020/2/8, 207, 159, 30, 27, 11, 12
2020/2/9, 215, 216, 39, 32, 11, 18
2020/2/10, 250, 212, 102, 32, 10, 14
2020/2/11, 264, 162, 19, 28, 9, 10
2020/2/12, 231, 108, 12, 20, 9, 7
2020/2/13, 168, 106, 11, 16, 9, 6
2020/2/14, 146, 104, 22, 23, 10, 8
2020/2/15, 158, 141, 31, 27, 12, 12
2020/2/16, 192, 184, 35, 29, 10, 15
2020/2/17, 227, 158, 20, 32, 9, 17
2020/2/18, 187, 220, 17, 24, 11, 19
2020/2/19, 226, 130, 15, 9, 9, 6
2020/2/20, 175, 58, 12, 10, 6, 6
2020/2/21, 113, 101, 15, 18, 10, 13
2020/2/22, 148, , 39, 15, 15, 7
2020/2/23, 168, 104, 53, 20, 24, 8
2020/2/24, 151, 131, 55, 22, 15, 10
2020/2/25, 192, 163, 60, 25, 11, 13
2020/2/26, 212, 119, 27, 16, 8, 7
2020/2/27, 176, 100, 30, 13, 6, 6
2020/2/28, 166, 76, 24, 15, 7, 6
2020/2/29, 140, 90, 36, 24, 8, 15
2020/3/1, 113, 161, 77, 35, 21, 16
2020/3/2, 192, 135, 6, 38, 25, 10
2020/3/3, 169, 118, 32, 23, 12, 7
2020/3/4, 148, 58, 25, 13, 8, 5
2020/3/5, 93, 33, 19, 17, 5, 3
2020/3/6, 59, 63, 27, 18, 7, 6
2020/3/7, 99, 124, 29, 30, 10, 9
2020/3/8, 172, 86, 27, 21, 9, 6
2020/3/9, 119, 100, 38, 18, 11, 6
2020/3/10, 157, 78, 28, 14, 8, 5
2020/3/11, 138, 106, 21, 19, 10, 7
2020/3/12, 141, 100, 36, 22, 8, 5
2020/3/13, 122, 53, 29, 13, 9, 4
2020/3/14, 83, 85, 21, 24, 6, 6
2020/3/15, 122, 97, 36, 28, 9, 8
2020/3/16, 145, 104, 44, 30, 10, 9
2020/3/17, 137, 121, 29, 30, 22, 9
2020/3/18, 157, 129, 28, 32, 19, 10
2020/3/19, 177, 142, 33, 36, 16, 15
2020/3/20, 173, 118, 34, 28, 13, 10
2020/3/21, 159, 88, 32, 13, 19, 6
2020/3/22, 152, 79, 27, 14, 26, 6
2020/3/23, 130, 88, 26, 11, 16, 7
2020/3/24, 154, 56, 12, 8, 5, 5
2020/3/25, 97, 60, 10, 7, 5, 5
2020/3/26, 101, 28, 11, 6, 3, 4
2020/3/27, 48, 30, 18, 6, 6, 4
2020/3/28, 54, 45, 16, 5, 6, 3
2020/3/29, 54, 47, 21, 7, 4, 3
2020/3/30, 71, 54, 21, 6, 7, 4
2020/3/31, 79, 55, 23, 6, 9, 4
2019/12/3, 205, 221, 42, 57, 10, 23
2019/12/4, 261, 300, 50, 60, 27, 20
2019/12/5, 357, 228, 41, 45, 14, 16
2019/12/6, 307, 243, 69, 46, 14, 12
2019/12/7, 304, 280, 121, 50, 12, 
2019/12/8, 340, 276, 63, 53, 14, 13
2019/12/9, 320, 325, 108, 58, 10, 10
2019/12/10, 356, 393, 39, 57, 9, 5
2019/12/11, 398, 311, 26, 36, 10, 1
2019/12/12, 358, , , , , 
2019/12/14, 167, 104, 43, 26, 17, 
2019/12/15, 183, 100, 5, 22, 1, 
2019/12/16, 186, 114, 10, 21, 4, 1
2019/12/17, 197, 153, 19, 30, 5, 1
2019/12/18, 237, 158, 3, 23, 2, 
2019/12/19, 256, 564, 13, 49, 4, 3
2019/12/20, 496, 313, 37, 33, 5, 1
2019/12/21, 358, 139, 13, 20, 5, 1
2019/12/22, 221, 190, 9, 20, 7, 9
2019/12/23, 265, 316, 13, 40, 7, 17
2019/12/24, 341, 166, 15, 24, 6, 10
2019/12/25, 235, 190, 12, 27, 4, 11
2019/12/26, 266, 271, 14, 29, 12, 12
2019/12/27, 317, 310, 10, 32, 4, 18
2019/12/28, 338, 371, 24, 37, 11, 19
2019/12/29, 380, , , , , 
2024/12/31, , 158, 1, 48, 3, 3
2024/7/10, , 126, 23, 17, 8, 5
2024/4/2, , 97, 13, 25, 13, 4
2024/4/6, , 98, 13, 21, 5, 4
2024/4/12, , 124, 11, 22, 6, 6
2024/4/26, , 145, 37, 13, 6, 6
2024/5/12, , 160, 21, 18, 1, 11
2024/3/15, , 258, 31, 30, 5, 9
2023/11/18, , 367, 62, 60, 5, 5
2023/11/21, , 193, 11, 44, 5, 1
2023/12/6, , 158, 27, 62, 5, 5
2023/12/13, , 165, 11, 61, 5, 4
2023/4/2, , 81, 18, 14, 11, 17
2023/5/21, , 120, 16, 18, 4, 16
2022/10/23, , 210, 6, 33, 6, 13
2022/7/18, , 82, 6, 2, 1, 10
2021/5/7, , 100, 83, 8, 12, 8
2021/6/13, , 85, 47, 13, 7, 9
2021/2/5, , 112, 27, 25, 6, 7
2021/3/8, , 149, 44, 3, 4, 5
2020/12/6, , 358, 26, 58, 3, 32
2020/7/13, , 129, 58, 9, 6, 4
2020/7/16, , 76, 20, 10, 9, 6
2020/7/22, , 77, 74, 20, 12, 9
2020/8/5, , 54, 12, 7, 9, 2
2019/12/31, , 423, 15, 42, 8, 15
2019/12/2, , 148, 23, 49, 4, 23
2019/12/13, , 98, 17, 31, 8, 3
2023/4/23, , , 17, 10, 10, 13
